incident_id,opened_date,priority,service,category,summary,description,root_cause,resolution,status,assignment_group
INC100675,11-01-2024,P1,Email Service,Application,Email Service issue reported by users,Multiple users reported issues related to email service affecting normal operations.,SMTP relay memory leak,Restarted SMTP service and applied memory patch,Closed,Messaging Team
INC100676,24-03-2024,P3,Batch Processing,Application,Batch Processing issue reported by users,Multiple users reported issues related to batch processing affecting normal operations.,Job scheduler crash,Restarted scheduler and re-ran failed jobs,Resolved,Batch Ops
INC100677,11-11-2024,P3,Email Service,Application,Email Service issue reported by users,Multiple users reported issues related to email service affecting normal operations.,SMTP relay memory leak,Restarted SMTP service and applied memory patch,Closed,Messaging Team
INC100678,19-07-2024,P3,Batch Processing,Application,Batch Processing issue reported by users,Multiple users reported issues related to batch processing affecting normal operations.,Job scheduler crash,Restarted scheduler and re-ran failed jobs,Resolved,Batch Ops
INC100679,04-09-2024,P1,Authentication Service,Security,Authentication Service issue reported by users,Multiple users reported issues related to authentication service affecting normal operations.,Token service timeout,Restarted auth service and fixed timeout config,Closed,IAM Team
INC100680,09-07-2024,P3,Customer API,Application,Customer API issue reported by users,Multiple users reported issues related to customer api affecting normal operations.,Connection pool exhaustion,Increased pool size and optimized queries,Closed,App Support
INC100681,05-07-2024,P3,Customer API,Application,Customer API issue reported by users,Multiple users reported issues related to customer api affecting normal operations.,Connection pool exhaustion,Increased pool size and optimized queries,Closed,App Support
INC100682,23-08-2024,P4,VPN Gateway,Network,VPN Gateway issue reported by users,Multiple users reported issues related to vpn gateway affecting normal operations.,Expired VPN certificate,Renewed certificate and restarted gateway,Closed,Network Ops
INC100683,17-11-2024,P2,VPN Gateway,Network,VPN Gateway issue reported by users,Multiple users reported issues related to vpn gateway affecting normal operations.,Expired VPN certificate,Renewed certificate and restarted gateway,Resolved,Network Ops
INC100684,04-02-2024,P2,Email Service,Application,Email Service issue reported by users,Multiple users reported issues related to email service affecting normal operations.,SMTP relay memory leak,Restarted SMTP service and applied memory patch,Closed,Messaging Team
INC100685,05-01-2025,P3,Batch Processing,Application,Batch Processing issue reported by users,Multiple users reported issues related to batch processing affecting normal operations.,Job scheduler crash,Restarted scheduler and re-ran failed jobs,Closed,Batch Ops
INC100686,07-02-2024,P4,Kubernetes Platform,Infra,Kubernetes Platform issue reported by users,Multiple users reported issues related to kubernetes platform affecting normal operations.,Pod memory limit breach,Increased memory limits and redeployed pods,Resolved,Cloud Ops
INC100687,14-11-2024,P4,Monitoring Tool,Infra,Monitoring Tool issue reported by users,Multiple users reported issues related to monitoring tool affecting normal operations.,Incorrect alert threshold,Updated threshold configuration,Closed,Infra Monitoring
INC100688,27-02-2024,P2,Batch Processing,Application,Batch Processing issue reported by users,Multiple users reported issues related to batch processing affecting normal operations.,Job scheduler crash,Restarted scheduler and re-ran failed jobs,Resolved,Batch Ops
INC100689,28-10-2024,P3,Batch Processing,Application,Batch Processing issue reported by users,Multiple users reported issues related to batch processing affecting normal operations.,Job scheduler crash,Restarted scheduler and re-ran failed jobs,Resolved,Batch Ops
INC100690,12-01-2025,P2,Customer API,Application,Customer API issue reported by users,Multiple users reported issues related to customer api affecting normal operations.,Connection pool exhaustion,Increased pool size and optimized queries,Closed,App Support
INC100691,08-01-2024,P1,VPN Gateway,Network,VPN Gateway issue reported by users,Multiple users reported issues related to vpn gateway affecting normal operations.,Expired VPN certificate,Renewed certificate and restarted gateway,Resolved,Network Ops
INC100692,31-10-2024,P4,Monitoring Tool,Infra,Monitoring Tool issue reported by users,Multiple users reported issues related to monitoring tool affecting normal operations.,Incorrect alert threshold,Updated threshold configuration,Resolved,Infra Monitoring
INC100693,10-05-2024,P1,Email Service,Application,Email Service issue reported by users,Multiple users reported issues related to email service affecting normal operations.,SMTP relay memory leak,Restarted SMTP service and applied memory patch,Resolved,Messaging Team
INC100694,30-05-2024,P2,Database Cluster,Database,Database Cluster issue reported by users,Multiple users reported issues related to database cluster affecting normal operations.,Primary node failover issue,Triggered manual failover and stabilized cluster,Closed,DBA Team
INC100695,27-04-2024,P4,Customer API,Application,Customer API issue reported by users,Multiple users reported issues related to customer api affecting normal operations.,Connection pool exhaustion,Increased pool size and optimized queries,Resolved,App Support
INC100696,04-08-2024,P3,Email Service,Application,Email Service issue reported by users,Multiple users reported issues related to email service affecting normal operations.,SMTP relay memory leak,Restarted SMTP service and applied memory patch,Closed,Messaging Team
INC100697,26-09-2024,P1,Batch Processing,Application,Batch Processing issue reported by users,Multiple users reported issues related to batch processing affecting normal operations.,Job scheduler crash,Restarted scheduler and re-ran failed jobs,Resolved,Batch Ops
INC100698,18-07-2024,P1,Batch Processing,Application,Batch Processing issue reported by users,Multiple users reported issues related to batch processing affecting normal operations.,Job scheduler crash,Restarted scheduler and re-ran failed jobs,Closed,Batch Ops
INC100699,04-01-2024,P4,Authentication Service,Security,Authentication Service issue reported by users,Multiple users reported issues related to authentication service affecting normal operations.,Token service timeout,Restarted auth service and fixed timeout config,Closed,IAM Team
INC100700,01-09-2024,P1,Batch Processing,Application,Batch Processing issue reported by users,Multiple users reported issues related to batch processing affecting normal operations.,Job scheduler crash,Restarted scheduler and re-ran failed jobs,Closed,Batch Ops
INC100701,11-12-2024,P4,Email Service,Application,Email Service issue reported by users,Multiple users reported issues related to email service affecting normal operations.,SMTP relay memory leak,Restarted SMTP service and applied memory patch,Resolved,Messaging Team
INC100702,06-11-2024,P4,Database Cluster,Database,Database Cluster issue reported by users,Multiple users reported issues related to database cluster affecting normal operations.,Primary node failover issue,Triggered manual failover and stabilized cluster,Resolved,DBA Team
INC100703,13-07-2024,P3,Authentication Service,Security,Authentication Service issue reported by users,Multiple users reported issues related to authentication service affecting normal operations.,Token service timeout,Restarted auth service and fixed timeout config,Closed,IAM Team
INC100704,03-04-2024,P3,Batch Processing,Application,Batch Processing issue reported by users,Multiple users reported issues related to batch processing affecting normal operations.,Job scheduler crash,Restarted scheduler and re-ran failed jobs,Closed,Batch Ops
INC100705,21-03-2024,P1,VPN Gateway,Network,VPN Gateway issue reported by users,Multiple users reported issues related to vpn gateway affecting normal operations.,Expired VPN certificate,Renewed certificate and restarted gateway,Resolved,Network Ops
